Age,Age_Group,Gender,Income,Total_Purchases,Total_Amount,High_Spender
39,31-40,Male,High,6,386.3305411,N
28,19-30,Male,Low,4,1924.05561,Y
41,41-50,Male,Medium,8,3144.198637,Y
30,31-40,Male,Medium,8,3934.214715,Y
33,31-40,Female,Medium,3,1329.180911,N
66,61+,Male,Low,8,195.2752143,N
42,41-50,Male,Medium,9,428.3613653,N
60,61+,Female,Medium,8,2275.04113,Y
33,31-40,Male,Medium,2,888.0280033,N
26,19-30,Female,High,4,746.6116212,N
21,19-30,Female,Medium,5,1126.231906,N
58,51-60,Female,Low,7,1185.143147,N
58,51-60,Male,Low,8,751.5587751,N
43,41-50,Male,Medium,5,1485.280334,Y
33,31-40,Female,Medium,8,2441.854564,Y
53,51-60,Female,Low,6,2166.116872,Y
70,61+,Female,Low,2,942.3468243,N
67,61+,Male,High,0,737.282974,N
27,19-30,Male,Medium,10,1935.017176,Y
70,61+,Female,Medium,10,4970.317855,Y
39,31-40,Female,Low,7,1284.342571,N
51,51-60,Male,Low,4,1577.241247,Y
53,51-60,Female,High,5,1982.981303,Y
64,61+,Male,Medium,7,415.3711077,N
33,31-40,Male,Low,7,2588.112091,Y
46,41-50,Male,Medium,4,1406.139791,Y
25,19-30,Male,Low,4,571.5231209,N
41,41-50,Female,Medium,6,448.0313057,N
36,31-40,Female,Low,9,4364.14741,Y
58,51-60,Male,Low,6,2254.206781,Y
70,61+,Female,High,7,2082.581722,Y
32,31-40,Male,Low,6,1940.827494,Y
44,41-50,Male,High,6,2685.577344,Y
27,19-30,Female,Medium,5,1715.728648,Y
46,41-50,Male,Medium,1,412.5664389,N
29,19-30,Male,Low,3,895.9890085,N
63,61+,Male,Low,6,2813.785278,Y
57,51-60,Male,Low,6,703.5965016,N
66,61+,Male,Low,1,307.4683304,N
57,51-60,Male,Medium,5,1805.376855,Y
49,41-50,Female,Low,7,3324.927612,Y
19,19-30,Female,Low,1,335.6613487,N
23,19-30,Male,Medium,1,423.5261205,N
22,19-30,Male,Medium,7,2211.429348,Y
22,19-30,Female,Low,5,663.4859606,N
33,31-40,Male,Medium,7,2448.155814,Y
45,41-50,Male,Medium,1,471.4762809,N
37,31-40,Female,Medium,1,182.9822153,N
47,41-50,Female,High,2,611.0429785,N
42,41-50,Female,Low,10,885.0884425,N
23,19-30,Male,Medium,5,1793.238214,Y
64,61+,Male,Low,7,908.1548,N
48,41-50,Female,Medium,9,4451.135974,Y
33,31-40,Male,High,7,2873.786208,Y
48,41-50,Male,Medium,9,3190.510383,Y
47,41-50,Male,Low,10,2248.141558,Y
65,61+,Male,Low,4,397.0776558,N
31,31-40,Male,Low,10,1964.199664,Y
34,31-40,Male,Medium,5,1405.870632,Y
27,19-30,Male,Low,3,956.154988,N
53,51-60,Male,Low,10,3905.285663,Y
64,61+,Male,Medium,8,925.3083721,N
46,41-50,Male,Low,8,1250.5638,N
52,51-60,Female,Low,1,25.87658014,N
35,31-40,Male,Medium,6,2008.625703,Y
35,31-40,Male,Low,8,390.5185173,N
33,31-40,Male,Low,9,3633.002582,Y
49,41-50,Female,High,8,950.2345761,N
31,31-40,Male,Medium,4,1681.699129,Y
44,41-50,Female,Medium,3,342.0259783,N
38,31-40,Female,Medium,8,635.0547105,N
52,51-60,Male,High,9,3944.81945,Y
62,61+,Female,Medium,1,419.0507637,N
23,19-30,Female,Low,6,2631.208086,Y
32,31-40,Female,High,5,1682.431924,Y
37,31-40,Male,Low,9,587.3855757,N
49,41-50,Male,Medium,4,1089.062548,N
21,19-30,Female,Low,5,846.4699734,N
46,41-50,Female,High,6,2668.851234,Y
24,19-30,Female,Medium,10,3838.402369,Y
33,31-40,Female,Low,7,1708.086796,Y
22,19-30,Male,High,10,3958.628726,Y
21,19-30,Female,Medium,8,1488.869856,Y
66,61+,Male,Low,7,1783.741077,Y
21,19-30,Male,Low,3,244.7025984,N
28,19-30,Male,Medium,9,2638.603257,Y
56,51-60,Male,Medium,8,1311.52889,N
48,41-50,Male,Medium,10,4096.211135,Y
27,19-30,Male,Low,1,353.3704546,N
33,31-40,Female,Low,3,1474.149921,Y
24,19-30,Female,Medium,3,511.3644998,N
42,41-50,Male,Low,1,406.4339174,N
29,19-30,Male,Low,2,798.3617727,N
66,61+,Male,Low,3,1150.24448,N
57,51-60,Male,Medium,1,257.3696913,N
22,19-30,Male,Low,10,2981.389994,Y
48,41-50,Male,Low,3,32.55229994,N
53,51-60,Female,Low,5,1038.090148,N
68,61+,Male,Low,7,1007.297964,N
28,19-30,Male,Medium,8,1398.12762,Y
33,31-40,Male,Medium,3,1095.306521,N
66,61+,Female,High,5,2062.791514,Y
45,41-50,Male,High,10,4085.111175,Y
60,61+,Female,Low,10,4469.227444,Y
52,51-60,Male,Medium,6,1450.154774,Y
55,51-60,Male,Medium,7,1542.334903,Y
27,19-30,Male,High,7,1831.110243,Y
63,61+,Male,Low,1,221.3880596,N
31,31-40,Female,Medium,6,1360.729913,N
54,51-60,Male,Low,8,3156.870803,Y
49,41-50,Male,Medium,4,572.6687614,N
27,19-30,Male,Low,9,3927.786102,Y
19,19-30,Male,Low,2,609.9314789,N
68,61+,Male,Medium,6,1716.319056,Y
40,41-50,Female,Low,6,2869.204689,Y
43,41-50,Male,High,3,377.7342817,N
43,41-50,Male,Medium,3,714.2288837,N
51,51-60,Male,Medium,3,1392.656732,Y
53,51-60,Male,Low,4,781.3985912,N
35,31-40,Male,Medium,1,474.5569526,N
61,61+,Male,Low,10,1501.765201,Y
53,51-60,Female,High,2,912.6797299,N
57,51-60,Male,Medium,7,1574.348205,Y
42,41-50,Male,Medium,8,389.0247123,N
28,19-30,Male,High,9,1788.508946,Y
39,31-40,Female,Low,3,1257.120961,N
69,61+,Female,Low,1,270.600232,N
39,31-40,Male,Low,4,779.0290489,N
23,19-30,Male,High,6,1439.289551,Y
21,19-30,Male,Low,2,227.146323,N
54,51-60,Male,Medium,3,1048.969004,N
66,61+,Female,Medium,1,499.1446419,N
18,19-30,Female,Low,2,439.2396096,N
39,31-40,Female,Low,1,42.96756475,N
67,61+,Male,Low,2,828.933683,N
58,51-60,Male,High,6,1437.358031,Y
31,31-40,Male,Low,9,3071.18939,Y
42,41-50,Male,Low,2,171.3931442,N
35,31-40,Female,Low,8,2562.205673,Y
41,41-50,Female,Medium,9,808.6364069,N
34,31-40,Female,Medium,5,2497.538216,Y
61,61+,Male,Medium,1,439.3849009,N
58,51-60,Female,Low,8,798.6696015,N
22,19-30,Male,Medium,9,3126.736117,Y
55,51-60,Male,Medium,2,451.3375846,N
51,51-60,Male,Low,2,460.6343747,N
27,19-30,Male,Low,5,2287.712687,Y
46,41-50,Female,Medium,1,161.2095365,N
40,41-50,Male,Low,10,1963.195795,Y
20,19-30,Female,Low,4,1502.039093,Y
57,51-60,Male,High,7,2906.149228,Y
40,41-50,Male,Low,10,913.2874023,N
45,41-50,Female,Medium,4,412.3286259,N
45,41-50,Male,Medium,7,3365.876546,Y
58,51-60,Female,Low,4,191.874267,N
28,19-30,Male,Low,10,4626.774667,Y
31,31-40,Female,Low,4,363.4391021,N
40,41-50,Male,High,9,2173.002707,Y
58,51-60,Female,High,7,3205.221089,Y
44,41-50,Male,Low,3,1395.607227,Y
58,51-60,Male,High,4,1578.259604,Y
37,31-40,Male,Low,2,904.7311556,N
47,41-50,Male,High,8,1001.919505,N
49,41-50,Male,Low,9,4239.204777,Y
56,51-60,Female,Medium,1,261.2576146,N
26,19-30,Male,Medium,7,1741.114744,Y
20,19-30,Female,Low,5,353.5067965,N
68,61+,Male,High,5,1814.101164,Y
19,19-30,Female,Medium,4,789.1447473,N
59,51-60,Female,High,8,3071.320685,Y
24,19-30,Female,Medium,4,543.9014211,N
38,31-40,Female,Low,6,1933.351361,Y
22,19-30,Female,Medium,6,1250.477677,N
66,61+,Male,Low,1,293.6621117,N
37,31-40,Male,Medium,3,484.5951942,N
68,61+,Male,Low,2,961.5341647,N
69,61+,Female,High,3,660.2127978,N
42,41-50,Male,Low,1,215.1523991,N
19,19-30,Female,High,5,2172.802903,Y
36,31-40,Female,High,1,361.5273042,N
22,19-30,Female,Low,6,2621.271091,Y
26,19-30,Female,High,9,1785.91318,Y
40,41-50,Male,Low,5,441.5137612,N
38,31-40,Male,Low,4,639.5206581,N
61,61+,Male,High,1,415.8700725,N
40,41-50,Female,Low,6,2219.251747,Y
21,19-30,Male,Low,6,2661.081375,Y
41,41-50,Female,High,8,466.5609734,N
24,19-30,Female,High,1,56.0609298,N
45,41-50,Male,Medium,1,451.0133276,N
37,31-40,Male,High,10,3506.690672,Y
42,41-50,Male,Low,3,1361.4213,N
53,51-60,Male,Medium,7,847.119684,N
29,19-30,Male,High,2,840.0074514,N
55,51-60,Female,Low,4,1826.86143,Y
44,41-50,Female,Low,1,231.9686548,N
41,41-50,Male,High,3,533.5755836,N
69,61+,Male,Low,4,795.872059,N
33,31-40,Male,High,8,780.4963003,N
27,19-30,Female,Medium,6,821.5491808,N
61,61+,Male,Medium,9,2836.234753,Y
59,51-60,Male,Low,5,896.5934714,N
54,51-60,Male,High,5,91.40337712,N
33,31-40,Female,Low,9,3937.958143,Y
67,61+,Female,Medium,9,2718.074447,Y
26,19-30,Female,Low,7,738.4612276,N
26,19-30,Male,Medium,1,369.261618,N
57,51-60,Female,Low,3,597.082935,N
63,61+,Female,Low,8,1983.303912,Y
45,41-50,Female,Low,2,28.47054509,N
36,31-40,Male,Medium,8,1582.704644,Y
57,51-60,Male,Medium,3,111.2764439,N
24,19-30,Male,Low,6,1671.729543,Y
21,19-30,Male,Low,6,258.1899055,N
22,19-30,Male,Medium,9,2072.751748,Y
26,19-30,Male,Low,7,2178.085099,Y
35,31-40,Male,Medium,3,753.2739696,N
42,41-50,Female,Low,1,146.390667,N
52,51-60,Male,Medium,10,2328.181883,Y
23,19-30,Male,Low,5,1915.672526,Y
22,19-30,Male,Medium,1,223.5086842,N
68,61+,Male,Medium,6,992.8232423,N
64,61+,Female,Medium,3,479.0180758,N
21,19-30,Male,Low,9,2402.722714,Y
60,61+,Female,Low,3,944.8678171,N
64,61+,Female,Low,10,4257.504939,Y
61,61+,Male,Medium,9,3026.625682,Y
27,19-30,Male,Low,3,276.0074412,N
66,61+,Male,Medium,7,1798.012704,Y
70,61+,Male,Medium,6,1915.89207,Y
25,19-30,Male,Medium,6,2947.845643,Y
28,19-30,Female,Low,7,2675.1386,Y
30,31-40,Male,Medium,6,1528.983143,Y
24,19-30,Male,Low,2,232.8853991,N
34,31-40,Male,Medium,10,3309.431805,Y
24,19-30,Male,High,5,1348.919987,N
39,31-40,Male,Medium,8,738.4251075,N
42,41-50,Male,Medium,4,790.2170147,N
37,31-40,Male,Low,9,1289.966872,N
27,19-30,Female,Low,3,134.5453502,N
39,31-40,Male,Low,1,344.4263222,N
63,61+,Male,Low,9,3018.843166,Y
53,51-60,Male,Medium,3,678.725798,N
37,31-40,Female,Medium,1,403.6444842,N
18,19-30,Male,High,5,1642.820031,Y
22,19-30,Female,Medium,4,1181.897981,N
34,31-40,Female,High,5,1971.437637,Y
58,51-60,Male,Low,2,912.1311293,N
19,19-30,Female,Medium,5,502.8056287,N
23,19-30,Male,Medium,3,463.4417299,N
51,51-60,Male,Low,9,2604.56592,Y
48,41-50,Female,High,9,1107.509669,N
54,51-60,Male,Low,8,3919.777626,Y
37,31-40,Male,Low,1,330.1487681,N
61,61+,Male,Medium,4,110.7018561,N
54,51-60,Female,Low,5,1818.338453,Y
48,41-50,Male,High,7,433.6447683,N
18,19-30,Male,Low,1,190.3826629,N
65,61+,Male,Medium,6,1748.739146,Y
42,41-50,Male,Low,10,3638.820214,Y
70,61+,Male,Medium,6,1436.908613,Y
23,19-30,Female,Low,8,2410.651525,Y
19,19-30,Male,High,3,31.47745735,N
67,61+,Female,Medium,4,124.8483884,N
52,51-60,Female,Low,9,2929.885468,Y
37,31-40,Female,Low,2,235.2104831,N
44,41-50,Male,Low,4,1400.939381,Y
56,51-60,Female,Low,9,1571.438756,Y
53,51-60,Female,Medium,4,1820.038692,Y
60,61+,Male,Low,6,690.1541447,N
22,19-30,Male,Medium,7,1244.420406,N
50,51-60,Male,Low,7,2603.671984,Y
54,51-60,Female,Low,9,2352.105941,Y
38,31-40,Male,Low,10,1298.317152,N
21,19-30,Female,Medium,1,351.4225693,N
37,31-40,Male,Low,8,497.6209435,N
25,19-30,Male,Medium,7,365.8168698,N
61,61+,Male,High,1,446.1557701,N
23,19-30,Male,Low,10,3677.610965,Y
31,31-40,Female,Low,1,208.0445772,N
43,41-50,Male,High,3,287.8430044,N
50,51-60,Male,Low,6,621.7380696,N
21,19-30,Female,Low,8,2236.818302,Y
47,41-50,Female,High,4,1134.690468,N
54,51-60,Male,Low,9,1168.154891,N
65,61+,Male,High,1,87.00655898,N
51,51-60,Male,High,2,392.0534661,N
41,41-50,Male,Low,0,1410.094733,Y
40,41-50,Male,Low,9,3437.911516,Y
44,41-50,Female,Medium,1,147.207121,N
56,51-60,Male,High,5,1963.204939,Y
21,19-30,Female,Low,1,59.39477029,N
41,41-50,Female,Low,3,461.8600673,N
42,41-50,Male,High,4,1820.248997,Y
30,31-40,Male,Medium,4,961.5283471,N
31,31-40,Female,High,7,816.3318534,N
55,51-60,Male,Medium,7,1290.488323,N
52,51-60,Male,High,3,199.2005748,N
69,61+,Female,Low,10,3518.82437,Y
19,19-30,Female,High,4,1565.950623,Y
26,19-30,Female,Low,4,472.5691842,N
27,19-30,Female,Medium,9,724.3336868,N
35,31-40,Female,High,4,1530.98796,Y
56,51-60,Male,Low,8,1977.349725,Y
69,61+,Female,Medium,6,1696.401724,Y
22,19-30,Male,High,1,122.2417629,N
69,61+,Male,Medium,10,405.708794,N
43,41-50,Female,Medium,7,821.3640958,N
27,19-30,Male,Low,6,1493.001165,Y
47,41-50,Female,High,5,1057.001509,N
25,19-30,Male,Low,7,2374.590784,Y
45,41-50,Female,High,5,629.9100388,N
28,19-30,Male,High,5,150.4237608,N
51,51-60,Male,Medium,7,413.0760631,N
55,51-60,Male,Medium,2,297.9037767,N
37,31-40,Female,Medium,5,1572.98895,Y
62,61+,Female,Low,1,409.6513506,N
53,51-60,Male,Low,1,103.3943218,N
43,41-50,Male,Low,7,570.7970178,N
22,19-30,Male,Medium,10,2532.343483,Y
31,31-40,Male,Medium,6,2305.380059,Y
23,19-30,Male,Low,7,1032.0087,N
39,31-40,Male,Low,1,298.2862889,N
52,51-60,Male,Low,10,948.8083977,N
27,19-30,Male,Medium,1,491.2312441,N
63,61+,Male,Medium,3,840.4997173,N
27,19-30,Male,Medium,4,1722.849531,Y
44,41-50,Female,Medium,10,3438.913826,Y
25,19-30,Male,Low,7,1783.04272,Y
34,31-40,Male,Medium,9,3369.238064,Y
59,51-60,Male,Medium,2,74.10734763,N
34,31-40,Female,Medium,1,75.22530959,N
69,61+,Male,Low,8,2753.112753,Y
56,51-60,Female,High,3,1251.948185,N
45,41-50,Female,Medium,3,1024.912966,N
18,19-30,Male,Medium,5,1268.180319,N
67,61+,Male,Low,9,1232.2449,N
64,61+,Female,Medium,6,1330.537487,N
67,61+,Female,High,6,257.4872317,N
28,19-30,Male,High,8,871.0984669,N
29,19-30,Female,Low,8,1829.004971,Y
49,41-50,Male,Low,4,1720.201608,Y
61,61+,Male,Low,4,402.2518983,N
38,31-40,Male,Low,8,2226.389407,Y
38,31-40,Male,Low,5,2137.586233,Y
67,61+,Male,Medium,9,3853.068246,Y
64,61+,Female,Low,4,1836.653932,Y
54,51-60,Male,Medium,6,2701.838661,Y
53,51-60,Male,Medium,6,1097.545646,N
29,19-30,Female,Medium,2,437.7367984,N
50,51-60,Female,Medium,1,373.2466265,N
68,61+,Male,Low,10,3758.245316,Y
22,19-30,Male,Medium,7,1067.941009,N
59,51-60,Male,High,3,718.380788,N
38,31-40,Male,Low,9,1398.568265,Y
66,61+,Male,Medium,10,3688.834311,Y
50,51-60,Female,Medium,4,1154.301426,N
40,41-50,Female,High,5,2332.410495,Y
51,51-60,Male,Medium,8,1422.150843,Y
21,19-30,Male,High,1,257.8345469,N
24,19-30,Male,Low,5,436.1638346,N
56,51-60,Female,Low,3,97.25547355,N
25,19-30,Male,Medium,10,3282.373998,Y
69,61+,Female,Low,10,4158.209876,Y
57,51-60,Male,Medium,9,1543.761098,Y
22,19-30,Male,Medium,5,1522.288452,Y
46,41-50,Male,Low,4,1759.220275,Y
37,31-40,Female,Medium,2,849.3312494,N
26,19-30,Male,Low,10,2680.924845,Y
55,51-60,Male,Low,4,191.0248209,N
45,41-50,Male,Low,10,637.1982905,N
64,61+,Male,Medium,6,635.0249317,N
41,41-50,Male,Low,6,2244.578168,Y
40,41-50,Female,Medium,6,2289.92331,Y
24,19-30,Male,Low,7,958.5118791,N
46,41-50,Male,Low,9,3647.485954,Y
39,31-40,Female,High,4,862.4866407,N
61,61+,Female,Medium,3,720.9971977,N
0,0-18,Female,Medium,5,2042.923487,Y
24,19-30,Female,Low,8,908.3451572,N
27,19-30,Female,Low,9,4088.243887,Y
57,51-60,Female,Low,1,254.9267247,N
36,31-40,Female,High,7,2447.049421,Y
50,51-60,Male,High,5,2272.047589,Y
53,51-60,Female,High,3,1200.528764,N
47,41-50,Female,High,7,2476.043489,Y
63,61+,Female,High,7,2170.138697,Y
62,61+,Male,Medium,3,243.2418303,N
62,61+,Female,Medium,6,2552.452442,Y
31,31-40,Female,Medium,7,1748.959068,Y
22,19-30,Male,Medium,6,897.3280554,N
43,41-50,Male,Medium,6,688.1707945,N
62,61+,Female,Low,7,415.2173238,N
52,51-60,Male,Medium,10,3370.088507,Y
33,31-40,Female,Medium,2,361.0014125,N
47,41-50,Male,Medium,6,747.2364576,N
65,61+,Female,Medium,5,654.4594401,N
18,19-30,Male,Low,4,552.6431063,N
40,41-50,Male,Low,10,4004.639294,Y
39,31-40,Male,Low,3,863.8591736,N
18,19-30,Female,Low,1,121.9405503,N
43,41-50,Female,Low,9,1178.690448,N
49,41-50,Female,High,1,352.0604331,N
59,51-60,Female,High,1,275.2678228,N
64,61+,Male,High,7,213.745758,N
40,41-50,Female,Medium,2,70.07803253,N
51,51-60,Male,Low,5,1068.526818,N
26,19-30,Female,Low,10,999.7279427,N
35,31-40,Male,Low,10,4826.565246,Y
68,61+,Female,High,4,733.7327109,N
39,31-40,Male,Medium,10,4308.188586,Y
45,41-50,Female,Low,5,110.5033319,N
23,19-30,Male,Medium,8,445.4045049,N
38,31-40,Male,Medium,3,169.0996509,N
48,41-50,Female,Low,6,1979.924621,Y
47,41-50,Male,Low,2,179.3704061,N
31,31-40,Female,Medium,3,1265.278966,N
30,31-40,Female,Low,6,602.1083207,N
23,19-30,Female,Low,2,142.8203333,N
38,31-40,Male,Low,2,114.8787034,N
38,31-40,Female,Low,10,3749.527898,Y
24,19-30,Male,Medium,1,342.1884663,N
56,51-60,Female,Medium,5,1764.059536,Y
20,19-30,Male,High,5,1349.628631,N
37,31-40,Male,Medium,10,808.2405407,N
45,41-50,Male,High,5,1172.295093,N
68,61+,Female,Medium,10,1312.866119,N
67,61+,Male,Medium,8,3370.407774,Y
42,41-50,Female,Low,5,764.4412994,N
27,19-30,Female,Low,7,125.4649005,N
26,19-30,Male,Low,1,242.0833597,N
28,19-30,Female,High,5,1082.469937,N
68,61+,Female,Low,10,2567.048349,Y
63,61+,Female,Low,6,1716.880066,Y
68,61+,Female,Medium,10,3637.209621,Y
32,31-40,Male,High,6,527.04711,N
59,51-60,Female,Low,4,1798.743025,Y
61,61+,Male,Low,6,915.0295112,N
39,31-40,Female,Low,4,972.7900272,N
41,41-50,Male,Low,1,39.38363587,N
64,61+,Female,Low,7,3141.406902,Y
42,41-50,Female,High,3,1033.588677,N
55,51-60,Female,High,8,3498.133954,Y
62,61+,Male,High,6,185.2020399,N
53,51-60,Male,High,10,2266.284362,Y
43,41-50,Male,Medium,1,434.7542979,N
28,19-30,Male,Low,9,1124.322484,N
50,51-60,Male,High,6,2029.359615,Y
47,41-50,Female,Medium,1,325.447772,N
57,51-60,Female,Low,8,1869.444104,Y
41,41-50,Female,Medium,7,2714.432218,Y
30,31-40,Male,Low,1,411.3357933,N
46,41-50,Female,Low,6,616.3379592,N
32,31-40,Male,Low,10,257.2419383,N
66,61+,Female,Low,2,995.3744521,N
34,31-40,Male,Medium,10,776.2482162,N
54,51-60,Male,Medium,6,2812.91019,Y
21,19-30,Female,Medium,1,455.4587764,N
52,51-60,Male,Low,9,408.6758181,N
47,41-50,Male,High,3,541.3585907,N
50,51-60,Male,Medium,2,222.9412368,N
57,51-60,Male,High,1,38.05135832,N
66,61+,Male,Medium,3,1356.071288,N
33,31-40,Male,Medium,4,1699.266957,Y
59,51-60,Male,Medium,1,173.5395285,N
26,19-30,Male,Medium,6,182.1084662,N
57,51-60,Female,High,8,3886.830289,Y
44,41-50,Male,High,7,2770.542052,Y
68,61+,Female,Low,1,479.3144609,N
61,61+,Female,High,10,3253.405705,Y
61,61+,Female,Medium,3,228.6835067,N
69,61+,Male,Low,3,1263.726282,N
58,51-60,Female,High,4,87.06239081,N
19,19-30,Female,Low,1,100.9676396,N
62,61+,Male,Low,3,931.7189317,N
56,51-60,Male,Low,4,1561.673065,Y
52,51-60,Male,Low,7,3496.371293,Y
64,61+,Male,Medium,6,2033.598935,Y
22,19-30,Male,Low,5,654.6317436,N
52,51-60,Female,Medium,6,1026.691567,N
57,51-60,Female,Low,7,2609.064169,Y
34,31-40,Male,Medium,7,972.7524281,N
20,19-30,Female,Medium,1,28.46651746,N
21,19-30,Female,High,5,316.1039312,N
54,51-60,Male,Low,4,1839.829564,Y
49,41-50,Male,Low,4,1566.797024,Y
50,51-60,Male,Medium,6,1524.868114,Y
28,19-30,Male,Medium,3,219.958182,N
45,41-50,Male,Low,8,1554.076084,Y
21,19-30,Male,Medium,3,924.9498488,N
54,51-60,Female,Low,4,115.0335404,N
43,41-50,Male,High,8,2748.92756,Y
43,41-50,Male,High,4,1824.643553,Y
41,41-50,Female,Low,5,2355.462972,Y
32,31-40,Female,Low,7,1691.655429,Y
59,51-60,Female,Medium,9,2037.555091,Y
65,61+,Female,Low,2,770.9141638,N
29,19-30,Male,High,10,2530.644904,Y
62,61+,Female,Low,7,3089.334075,Y
21,19-30,Female,Medium,2,603.3424552,N
66,61+,Female,High,7,2904.818729,Y
32,31-40,Male,Medium,8,2999.737096,Y
19,19-30,Female,Low,3,1172.757269,N
35,31-40,Male,Low,5,2272.639073,Y
43,41-50,Male,Low,8,2231.456284,Y
33,31-40,Male,Low,2,272.7524959,N
48,41-50,Male,Medium,3,943.6781621,N
21,19-30,Male,High,3,537.15464,N
35,31-40,Male,Medium,7,3082.136666,Y
56,51-60,Male,Medium,3,265.3576715,N
34,31-40,Male,High,3,446.6689533,N
35,31-40,Male,Medium,3,1235.308545,N
42,41-50,Female,Medium,6,900.9033109,N
20,19-30,Female,Medium,1,318.7222509,N
58,51-60,Male,High,5,1977.516315,Y
57,51-60,Female,Medium,6,2003.008524,Y
28,19-30,Male,Medium,6,1604.01338,Y
41,41-50,Male,Medium,2,566.5668141,N
68,61+,Female,Medium,8,3665.557521,Y
42,41-50,Female,Medium,8,1828.903856,Y
21,19-30,Male,Low,9,1228.844576,N
41,41-50,Female,Low,1,405.3379029,N
58,51-60,Male,Medium,10,3799.742875,Y
25,19-30,Male,Low,7,148.9437024,N
51,51-60,Female,Low,5,1412.78658,Y
23,19-30,Male,Low,4,1825.698965,Y
50,51-60,Male,Medium,4,1197.854599,N
59,51-60,Male,High,5,850.3947819,N
55,51-60,Male,Medium,7,2544.751275,Y
57,51-60,Female,High,9,3714.689592,Y
55,51-60,Male,Low,8,1718.020243,Y
42,41-50,Female,Low,1,94.53036555,N
57,51-60,Male,Medium,8,2964.339584,Y
22,19-30,Male,High,5,2411.162495,Y
66,61+,Female,Low,10,4968.413779,Y
43,41-50,Male,High,10,275.9915617,N
20,19-30,Male,Medium,5,472.3471585,N
31,31-40,Male,High,5,322.4119829,N
37,31-40,Male,Medium,7,92.15703612,N
44,41-50,Female,Medium,1,149.5662278,N
48,41-50,Male,Medium,7,2440.044729,Y
45,41-50,Male,High,9,3247.078436,Y
43,41-50,Female,Low,6,2958.217622,Y
63,61+,Female,Medium,9,248.0465963,N
23,19-30,Male,Medium,3,788.5716266,N
34,31-40,Male,Low,7,1417.99357,Y
67,61+,Female,Medium,3,1114.236318,N
52,51-60,Male,Medium,5,625.5622049,N
22,19-30,Male,Medium,3,86.6928505,N
33,31-40,Male,Medium,1,76.19121597,N
44,41-50,Female,Low,7,688.1973658,N
48,41-50,Male,High,8,3099.006783,Y
50,51-60,Male,Low,9,2262.721998,Y
43,41-50,Female,High,4,1812.449358,Y
26,19-30,Male,Medium,3,924.8806857,N
63,61+,Female,High,8,149.6056825,N
50,51-60,Female,High,1,413.7817131,N
34,31-40,Female,High,6,899.6387649,N
51,51-60,Male,High,5,899.3687329,N
52,51-60,Male,High,9,3381.989701,Y
41,41-50,Female,Medium,7,1466.75562,Y
19,19-30,Male,Low,1,249.2637768,N
47,41-50,Female,Low,7,255.1874614,N
44,41-50,Male,Medium,3,956.5206878,N
19,19-30,Male,Low,2,199.676243,N
33,31-40,Male,Low,4,850.3153852,N
45,41-50,Female,Low,9,3152.940042,Y
43,41-50,Female,Low,5,50.24903933,N
46,41-50,Female,High,8,3969.685012,Y
58,51-60,Male,Low,2,873.2419094,N
38,31-40,Male,Low,2,922.2014473,N
38,31-40,Female,Low,2,376.6475709,N
60,61+,Male,Medium,2,833.7027081,N
49,41-50,Male,Low,2,185.6587383,N
25,19-30,Male,Low,3,1442.157308,Y
63,61+,Male,Medium,5,785.2882271,N
56,51-60,Female,Low,8,3896.310824,Y
40,41-50,Male,Medium,1,107.8570267,N
65,61+,Male,Medium,5,2455.092832,Y
42,41-50,Female,Low,10,2834.329785,Y
48,41-50,Male,Medium,3,765.2162554,N
25,19-30,Female,Low,10,1803.104886,Y
33,31-40,Male,Low,1,252.5987556,N
41,41-50,Male,Low,8,1511.985297,Y
46,41-50,Male,Low,6,192.9556967,N
26,19-30,Female,Low,4,1167.832229,N
20,19-30,Female,Low,4,578.0525271,N
29,19-30,Male,Medium,1,272.9454124,N
63,61+,Male,Low,6,2703.38831,Y
53,51-60,Male,High,3,415.0354378,N
52,51-60,Female,Low,6,1806.175543,Y
37,31-40,Male,Medium,1,446.4821063,N
49,41-50,Male,Low,7,2444.457775,Y
25,19-30,Male,High,7,2305.333152,Y
55,51-60,Female,Medium,9,1173.382537,N
36,31-40,Male,Low,8,964.1603602,N
59,51-60,Male,Medium,8,3888.124269,Y
51,51-60,Female,Medium,1,325.917426,N
33,31-40,Male,Low,1,21.18934131,N
29,19-30,Female,Medium,9,743.5805613,N
33,31-40,Male,Medium,7,2100.378198,Y
41,41-50,Male,Low,3,84.84357107,N
25,19-30,Female,Low,5,841.7804933,N
69,61+,Female,Medium,9,2971.742911,Y
52,51-60,Female,Low,8,3822.270889,Y
68,61+,Male,Medium,1,162.0142969,N
28,19-30,Male,High,2,301.4457638,N
35,31-40,Female,Medium,1,103.4842387,N
58,51-60,Male,Medium,6,65.69035745,N
36,31-40,Male,Low,6,2568.901158,Y
23,19-30,Male,Medium,3,166.1707528,N
59,51-60,Female,High,7,466.7748819,N
67,61+,Female,Low,3,158.9765241,N
50,51-60,Male,Medium,9,1638.228598,Y
35,31-40,Male,Medium,7,2431.597509,Y
60,61+,Female,High,3,154.4640146,N
58,51-60,Male,Low,6,1723.459672,Y
55,51-60,Female,Low,3,720.0371218,N
62,61+,Female,High,8,1194.510901,N
23,19-30,Female,Low,9,3256.81574,Y
58,51-60,Male,Low,4,1583.475779,Y
29,19-30,Male,Medium,9,602.2740946,N
22,19-30,Male,Low,10,1734.372107,Y
